21_JUMP_STREET.srt 	21_JUMP_STREET_DVS588 	01:31:40,00 --> 01:31:45,50 	someone keeps his eyes squeamishly shut and fires upward.
30_MINUTES_OR_LESS.srt 	30_MINUTES_OR_LESS_DVS339 	01:15:35,00 --> 01:15:39,50 	they shut the car doors.
40_YEAR_OLD_VIRGIN.srt 	40_YEAR_OLD_VIRGIN_DVS209 	01:42:06,00 --> 01:42:14,50 	with her eyes shut she waves her hands through the suds.
A_GOOD_DAY_TO_DIE_HARD.srt 	A_GOOD_DAY_TO_DIE_HARD_DVS102 	00:08:39,00 --> 00:08:45,50 	later in the dark, he reclines in his seat and shuts his eyes.
A_GOOD_DAY_TO_DIE_HARD.srt 	A_GOOD_DAY_TO_DIE_HARD_DVS588 	01:00:14,00 --> 01:00:17,50 	they shut the trunk.
A_GOOD_DAY_TO_DIE_HARD.srt 	A_GOOD_DAY_TO_DIE_HARD_DVS639 	01:06:16,00 --> 01:06:20,50 	someone shuts the trunk.
A_GOOD_DAY_TO_DIE_HARD.srt 	A_GOOD_DAY_TO_DIE_HARD_DVS854 	01:24:07,00 --> 01:24:14,50 	he shuts his eyes.
A_THOUSAND_WORDS.srt 	A_THOUSAND_WORDS_DVS352 	01:00:55,00 --> 01:00:59,50 	and shuts his eyes.
A_THOUSAND_WORDS.srt 	A_THOUSAND_WORDS_DVS371 	01:05:25,00 --> 01:05:31,50 	someone moves as if the speak, then shuts his mouth and smiles.
ABRAHAM_LINCOLN_VAMPIRE_HUNTER.srt 	ABRAHAM_LINCOLN_VAMPIRE_HUNTER_DVS140 	00:17:27,00 --> 00:17:33,50 	someone kicks the door shut rendering the room pitch black.
ABRAHAM_LINCOLN_VAMPIRE_HUNTER.srt 	ABRAHAM_LINCOLN_VAMPIRE_HUNTER_DVS459 	01:05:38,00 --> 01:05:42,50 	she shuts the door.
ABRAHAM_LINCOLN_VAMPIRE_HUNTER.srt 	ABRAHAM_LINCOLN_VAMPIRE_HUNTER_DVS606 	01:24:13,00 --> 01:24:35,50 	the vampire tries to bite his neck, but he flips his foe out of the rail car decapitating him as he shuts the door.
BAD_TEACHER.srt 	BAD_TEACHER_DVS244 	01:06:55,00 --> 01:07:13,50 	his eyes shut, someone rests his head next to someone's.
BIG_MOMMAS_LIKE_FATHER_LIKE_SON.srt 	BIG_MOMMAS_LIKE_FATHER_LIKE_SON_DVS124 	00:18:36,00 --> 00:18:41,50 	someone shuts the laptop and smiles.
BRUNO.srt 	BRUNO_DVS103 	00:22:47,00 --> 00:22:58,50 	he guides ron someone into the bedroom, and shuts the door.
BURLESQUE.srt 	BURLESQUE_DVS557 	01:22:13,00 --> 01:22:19,50 	he shuts the bedroom doors.
BURLESQUE.srt 	BURLESQUE_DVS581 	01:26:29,00 --> 01:26:34,50 	someone steps into the bedroom and shuts the doors.
BURLESQUE.srt 	BURLESQUE_DVS586 	01:27:06,00 --> 01:27:10,50 	he shuts the doors.
BURLESQUE.srt 	BURLESQUE_DVS599 	01:28:22,00 --> 01:28:26,50 	he shuts the french doors.
CHASING_MAVERICKS.srt 	CHASING_MAVERICKS_DVS677 	01:05:38,00 --> 01:05:45,50 	in the kitchen, someone shuts a cabinet, a dishtowel in her free hand.
CHRONICLE.srt 	CHRONICLE_DVS255 	00:38:44,00 --> 00:38:49,50 	she shuts the door on him and smiles.
CINDERELLA_MAN.srt 	CINDERELLA_MAN_DVS116 	00:26:30,00 --> 00:26:34,50 	someone shuts the door on a potbelly stove.
CINDERELLA_MAN.srt 	CINDERELLA_MAN_DVS331 	01:23:30,00 --> 01:23:34,50 	baer shuts the door in his face.
CINDERELLA_MAN.srt 	CINDERELLA_MAN_DVS532 	02:04:20,00 --> 02:04:31,50 	someone shuts her eyes and presses her knuckles to her lips.
COLOMBIANA.srt 	COLOMBIANA_DVS387 	00:34:49,00 --> 00:34:53,50 	she shuts the cabinet,
COLOMBIANA.srt 	COLOMBIANA_DVS454 	00:40:01,00 --> 00:40:06,50 	she hurries to her cell and shuts herself in.
COLOMBIANA.srt 	COLOMBIANA_DVS516 	00:46:53,00 --> 00:46:58,50 	then shuts the door.
COLOMBIANA.srt 	COLOMBIANA_DVS943 	01:31:00,00 --> 01:31:05,50 	then shuts a weapons case.
COLOMBIANA.srt 	COLOMBIANA_DVS1012 	01:36:20,00 --> 01:36:25,50 	as the gunman shuts the door and waits,
DEAR_JOHN.srt 	DEAR_JOHN_DVS116 	00:17:51,00 --> 00:17:57,50 	someone grins at him and shuts the door.
DEAR_JOHN.srt 	DEAR_JOHN_DVS147 	00:23:55,00 --> 00:24:04,50 	in a hallway, someone sneaks up on her as she shuts a door.
DEAR_JOHN.srt 	DEAR_JOHN_DVS289 	00:45:05,00 --> 00:45:11,50 	he tosses the carton back inside and shuts the door.
DINNER_FOR_SCHMUCKS.srt 	DINNER_FOR_SCHMUCKS_DVS439 	01:47:28,00 --> 01:47:34,50 	someone shuts the door.
DISTRICT_9.srt 	DISTRICT_9_DVS244 	00:27:00,00 --> 00:27:06,50 	the child exits and the father shuts the door.
DISTRICT_9.srt 	DISTRICT_9_DVS683 	01:20:06,00 --> 01:20:11,50 	a soldier hops out and shuts the door.
EASY_A.srt 	EASY_A_DVS81 	00:30:38,00 --> 00:30:42,50 	she shuts the door.
FLIGHT.srt 	FLIGHT_DVS1218 	02:08:34,00 --> 02:08:38,50 	he shuts his eyes.
FRIENDS_WITH_BENEFITS.srt 	FRIENDS_WITH_BENEFITS_DVS116 	00:31:57,00 --> 00:32:03,50 	now someone shuts her eyes ecstatically.
FRIENDS_WITH_BENEFITS.srt 	FRIENDS_WITH_BENEFITS_DVS207 	00:54:40,00 --> 00:54:45,50 	as she shuts the door he stirs and stretches.
GET_HIM_TO_THE_GREEK.srt 	GET_HIM_TO_THE_GREEK_DVS94 	00:52:52,00 --> 00:52:57,50 	someone winces, his eyes shut.
GREEN_ZONE.srt 	GREEN_ZONE_DVS415 	01:32:06,00 --> 01:32:12,50 	the apartment, shuts the door, but someone immediately bursts through it.
HUGO.srt 	HUGO_DVS52 	00:06:12,00 --> 00:06:22,50 	the shopkeeper squeezes his eyes shut.
HUGO.srt 	HUGO_DVS385 	00:58:37,00 --> 00:58:41,50 	she shuts the door.
HUGO.srt 	HUGO_DVS390 	00:59:09,00 --> 00:59:15,50 	someone searches a container then shuts a drawer in the armoire.
HUGO.srt 	HUGO_DVS738 	01:48:32,00 --> 01:48:38,50 	he kicks the windows shut with one foot as he dangles.
IN_TIME.srt 	IN_TIME_DVS482 	00:52:23,00 --> 00:52:33,50 	she withdraws into the apartment, shutting the doors.
IN_TIME.srt 	IN_TIME_DVS524 	00:56:37,00 --> 00:56:43,50 	someone drinks from the tap, wipes his mouth, then shuts off the faucet.
IN_TIME.srt 	IN_TIME_DVS672 	01:12:50,00 --> 01:12:55,50 	crouching, someone shuts the sizable case.
INSIDE_MAN.srt 	INSIDE_MAN_DVS29 	00:06:42,00 --> 00:06:54,50 	two painters fasten the doors shut.
INSIDE_MAN.srt 	INSIDE_MAN_DVS96 	00:24:49,00 --> 00:25:13,50 	the last one shuts a door behind him.
INSIDE_MAN.srt 	INSIDE_MAN_DVS163 	00:47:42,00 --> 00:47:50,50 	she shuts the door.
INSIDE_MAN.srt 	INSIDE_MAN_DVS384 	01:51:46,00 --> 01:51:55,50 	in his cell, someone shuts off two lights.
INSIDE_MAN.srt 	INSIDE_MAN_DVS426 	02:01:16,00 --> 02:01:23,50 	as he shuts the door, a pair of smooth feminine legs stretches out on the bed.
IRON_MAN_2.srt 	IRON_MAN_2_DVS481 	01:26:36,00 --> 01:26:41,50 	someone shuts off the accelerator.
IRON_MAN_2.srt 	IRON_MAN_2_DVS528 	01:35:32,00 --> 01:35:39,50 	the suit's thrusters shut off.
ITS_COMPLICATED.srt 	ITS_COMPLICATED_DVS145 	00:48:01,00 --> 00:48:09,50 	someone smiles and shuts the door.
ITS_COMPLICATED.srt 	ITS_COMPLICATED_DVS233 	01:08:00,00 --> 01:08:08,50 	she shuts her laptop.
ITS_COMPLICATED.srt 	ITS_COMPLICATED_DVS373 	01:43:49,00 --> 01:43:55,50 	someone steps inside and he shuts the door behind her.
KARATE_KID.srt 	KARATE_KID_DVS357 	00:31:59,00 --> 00:32:05,50 	as his mother comes in, someone curls up and shuts his eyes.
KARATE_KID.srt 	KARATE_KID_DVS481 	00:43:31,00 --> 00:43:36,50 	someone grits his teeth and squeezes his eyes shut.
KNOCKED_UP.srt 	KNOCKED_UP_DVS123 	01:12:52,00 --> 01:12:56,50 	gently shuts the door.
KNOCKED_UP.srt 	KNOCKED_UP_DVS140 	01:24:09,00 --> 01:24:15,50 	someone shuts the door on him.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS278 	00:37:05,00 --> 00:37:10,50 	the door swings shut behind him.
LIFE_OF_PI.srt 	LIFE_OF_PI_DVS679 	01:12:04,00 --> 01:12:10,50 	a few jelly fish gracefully open and shut their bells.
LITTLE_FOCKERS.srt 	LITTLE_FOCKERS_DVS151 	00:53:58,00 --> 00:54:04,50 	later in the hallway, someone gently shuts someone's door.
MORNING_GLORY.srt 	MORNING_GLORY_DVS372 	01:21:33,00 --> 01:21:38,50 	someone shuts his door.
MORNING_GLORY.srt 	MORNING_GLORY_DVS505 	01:41:49,00 --> 01:41:53,50 	then shuts the door.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS338 	00:43:23,00 --> 00:43:30,50 	someone and someone step onboard and the elevator doors shut the penguins out.
MR_POPPERS_PENGUINS.srt 	MR_POPPERS_PENGUINS_DVS618 	01:15:17,00 --> 01:15:25,50 	someone shuts him in.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS60 	00:14:58,00 --> 00:15:07,50 	she slams it shut.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS87 	00:18:47,00 --> 00:18:51,50 	she shuts the door.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS89 	00:20:06,00 --> 00:20:11,50 	she shuts the parlor door.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS231 	00:48:25,00 --> 00:48:31,50 	farmer someone shuts the cart and eyes a piglet.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS242 	00:50:26,00 --> 00:50:39,50 	someone shuts the door with a wounded gaze.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS374 	01:19:21,00 --> 01:19:38,50 	someone squeezes her eyes shut.
NANNY_MCPHEE_RETURNS.srt 	NANNY_MCPHEE_RETURNS_DVS443 	01:32:17,00 --> 01:32:21,50 	the door swings shut.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS205 	00:51:07,00 --> 00:51:12,50 	locked in the embrace, he shuts the door.
PARENTAL_GUIDANCE.srt 	PARENTAL_GUIDANCE_DVS286 	01:08:04,00 --> 01:08:10,50 	as someone shuts his eyes with him, we view archived footage of the game.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS271 	01:09:05,00 --> 01:09:14,50 	someone shuts his eyes.
PERCY_JACKSON_LIGHTENING_THIEF.srt 	PERCY_JACKSON_LIGHTENING_THIEF_DVS412 	01:38:45,00 --> 01:38:52,50 	eyeing a water tower behind someone, someone shuts his eyes.
PROMETHEUS.srt 	PROMETHEUS_DVS456 	00:48:18,00 --> 00:48:27,50 	the chamber door slides shut and another shot of white mist blast it.
PROMETHEUS.srt 	PROMETHEUS_DVS992 	01:49:00,00 --> 01:49:07,50 	a pair of doors slides shut behind her, sealing her inside.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS27 	00:04:33,00 --> 00:04:38,50 	someone shuts the door behind him.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS320 	01:01:31,00 --> 01:01:39,50 	the janitor enters and the guard shuts the door behind him.
PUBLIC_ENEMIES.srt 	PUBLIC_ENEMIES_DVS558 	01:44:29,00 --> 01:44:35,50 	now, the interrogator returns, shuts the door, and eyes someone.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS371 	01:32:23,00 --> 01:32:32,50 	someone studies the old man uneasily, then blinks his eyes shut and swallows.
ROBIN_HOOD.srt 	ROBIN_HOOD_DVS449 	01:51:49,00 --> 01:52:04,50 	he gently cups her head and shuts his eyes.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS134 	00:23:06,00 --> 00:23:12,50 	beaming wistfully at the page, he shuts his eyes.
RUBY_SPARKS.srt 	RUBY_SPARKS_DVS150 	00:25:30,00 --> 00:25:35,50 	he dashes through doorway and slams it shut behind him.
SANCTUM.srt 	SANCTUM_DVS59 	00:13:18,00 --> 00:13:26,50 	someone shuts off the feed.
SANCTUM.srt 	SANCTUM_DVS137 	00:29:06,00 --> 00:29:15,50 	he squeezes his eyes shut.
SANCTUM.srt 	SANCTUM_DVS388 	01:16:50,00 --> 01:16:54,50 	squeezes his eyes shut.
SANCTUM.srt 	SANCTUM_DVS559 	01:41:56,00 --> 01:42:04,50 	as his near-motionless body rotates underwater, the young man shuts his eyes.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS73 	00:05:32,00 --> 00:05:38,50 	she brings the back of her hand to her mouth and squeezes her eyes shut.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS548 	00:36:43,00 --> 00:36:48,50 	someone shuts the door.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS553 	00:36:59,00 --> 00:37:05,50 	then shuts the fan and touches it to her chin.
SNOW_FLOWER_FD.srt 	SNOW_FLOWER_FD_DVS1279 	01:27:20,00 --> 01:27:24,50 	back at the desk, shutting the notebook,
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS43 	00:09:05,00 --> 00:09:12,50 	they swing shut by themselves.
SPARKLE_2012.srt 	SPARKLE_2012_DVS585 	01:35:55,00 --> 01:35:59,50 	she shuts her song journal.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS112 	00:17:10,00 --> 00:17:15,50 	nestor shuts the front door on someone.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS154 	00:24:13,00 --> 00:24:18,50 	he shuts snowy in the apartment building.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS182 	00:27:02,00 --> 00:27:08,50 	snowy slips past the last thug and into the hold as he shuts the door.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS442 	01:04:33,00 --> 01:04:43,50 	someone jumps on his bed and swings his arms as someone shuts the door.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS194 	00:37:22,00 --> 00:37:30,50 	with his thoughtful gaze fixed on the sleeping girl, someone lets his eyelids shut.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS259 	00:49:38,00 --> 00:49:45,50 	someone shuts his eyes.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS296 	00:57:17,00 --> 00:57:22,50 	she slips out shutting the door behind her.
